ID	ID_AUTEUR	ID_RECUEIL	ID_POEME	TYPE_TEXTE	LM	PROFIL	NBR	REPETITION	REGLE	DESCRIPTION	REMARQUES	DATE	
HUG1905.lm:8	HUG	HUG_28	HUG1905	poem	8		1		0.0	vers unique		2022-06-06	
HUG1906.lm:12	HUG	HUG_28	HUG1906	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1906.lm:6	HUG	HUG_28	HUG1906	poem	6	6	2		0.1	mètre simple		2022-06-06	
HUG1907.lm:12	HUG	HUG_28	HUG1907	poem	12	6+6	4		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['4+8']	2022-06-06	
HUG1907.lm:8	HUG	HUG_28	HUG1907	poem	8	8	8		0.1	mètre simple		2022-06-06	
HUG1908.lm:2	HUG	HUG_28	HUG1908	poem	2		1		0.0	vers unique		2022-06-06	
HUG1908.lm:8	HUG	HUG_28	HUG1908	poem	8	8	3		0.1	mètre simple		2022-06-06	
HUG1909.lm:8	HUG	HUG_28	HUG1909	poem	8	8	5		0.1	mètre simple		2022-06-06	
HUG191.lm:12	HUG	HUG_14	HUG191	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1910.lm:8	HUG	HUG_28	HUG1910	poem	8	8	5		0.1	mètre simple		2022-06-06	
HUG1911.lm:12	HUG	HUG_28	HUG1911	poem	12	6+6	3		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1911.lm:8	HUG	HUG_28	HUG1911	poem	8	8	2		0.1	mètre simple		2022-06-06	
HUG1912.lm:12	HUG	HUG_28	HUG1912	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1912.lm:8	HUG	HUG_28	HUG1912	poem	8	8	2		0.1	mètre simple		2022-06-06	
HUG1913.lm:8	HUG	HUG_28	HUG1913	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG1914.lm:12	HUG	HUG_28	HUG1914	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1914.lm:8	HUG	HUG_28	HUG1914	poem	8	8	2		0.1	mètre simple		2022-06-06	
HUG1915.lm:12	HUG	HUG_28	HUG1915	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1915.lm:8	HUG	HUG_28	HUG1915	poem	8	8	2		0.1	mètre simple		2022-06-06	
HUG1916.lm:8	HUG	HUG_28	HUG1916	poem	8	8	6		0.1	mètre simple		2022-06-06	
HUG1917.lm:8	HUG	HUG_28	HUG1917	poem	8	8	10		0.1	mètre simple		2022-06-06	
HUG1918.lm:12	HUG	HUG_28	HUG1918	poem	12	6+6	2		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['4+8', '9+3']	2022-06-06	
HUG1919.lm:12	HUG	HUG_28	HUG1919	poem	12	6+6	5		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1919.lm:6	HUG	HUG_28	HUG1919	poem	6		1		0.0	vers unique		2022-06-06	
HUG192.lm:12	HUG	HUG_14	HUG192	poem	12	6+6	76		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1920.lm:12	HUG	HUG_28	HUG1920	poem	12	6−6	4		1.1.1.2.1.1.1	profil traditionnel avec vers entravé(s)	profil concurrent atypique écarté : ['8.4']	2022-06-06	
HUG1921.lm:8	HUG	HUG_28	HUG1921	poem	8	8	10		0.1	mètre simple		2022-06-06	
HUG1922.lm:12	HUG	HUG_28	HUG1922	poem	12	6+6	2		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['4+8']	2022-06-06	
HUG1922.lm:4	HUG	HUG_28	HUG1922	poem	4	4	2		0.1	mètre simple		2022-06-06	
HUG1923.lm:12	HUG	HUG_28	HUG1923	poem	12	6+6	3		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1923.lm:6	HUG	HUG_28	HUG1923	poem	6		1		0.0	vers unique		2022-06-06	
HUG1924.lm:8	HUG	HUG_28	HUG1924	poem	8	8	10		0.1	mètre simple		2022-06-06	
HUG1925.lm:4	HUG	HUG_28	HUG1925	poem	4	4	12		0.1	mètre simple		2022-06-06	
HUG1925.lm:7	HUG	HUG_28	HUG1925	poem	7	7	12		0.1	mètre simple		2022-06-06	
HUG1926.lm:8	HUG	HUG_28	HUG1926	poem	8	8	12		0.1	mètre simple		2022-06-06	
HUG1927.lm:7	HUG	HUG_28	HUG1927	poem	7	7	5		0.1	mètre simple		2022-06-06	
HUG1928.lm:8	HUG	HUG_28	HUG1928	poem	8	8	10		0.1	mètre simple		2022-06-06	
HUG1929.lm:1	HUG	HUG_28	HUG1929	poem	1		1		0.0	vers unique		2022-06-06	
HUG1929.lm:3	HUG	HUG_28	HUG1929	poem	3		1		0.0	vers unique		2022-06-06	
HUG1929.lm:8	HUG	HUG_28	HUG1929	poem	8	8	3		0.1	mètre simple		2022-06-06	
HUG193.lm:12	HUG	HUG_14	HUG193	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1930.lm:12	HUG	HUG_28	HUG1930	poem	12	6+6	3		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1930.lm:6	HUG	HUG_28	HUG1930	poem	6		1		0.0	vers unique		2022-06-06	
HUG1931.lm:4	HUG	HUG_28	HUG1931	poem	4	4	4		0.1	mètre simple		2022-06-06	
HUG1931.lm:7	HUG	HUG_28	HUG1931	poem	7	7	4		0.1	mètre simple		2022-06-06	
HUG1932.lm:7	HUG	HUG_28	HUG1932	poem	7	7	24		0.1	mètre simple		2022-06-06	
HUG1933.lm:7	HUG	HUG_28	HUG1933	poem	7	7	20		0.1	mètre simple		2022-06-06	
HUG1934.lm:8	HUG	HUG_28	HUG1934	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG1935.lm:7	HUG	HUG_28	HUG1935	poem	7	7	60		0.1	mètre simple		2022-06-06	
HUG1936.lm:8	HUG	HUG_28	HUG1936	poem	8	8	12		0.1	mètre simple		2022-06-06	
HUG1937.lm:12	HUG	HUG_28	HUG1937	poem	12	6+6	4		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['3+9']	2022-06-06	
HUG1937.lm:8	HUG	HUG_28	HUG1937	poem	8	8	2		0.1	mètre simple		2022-06-06	
HUG1938.lm:12	HUG	HUG_28	HUG1938	poem	12	6+6	5		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1938.lm:6	HUG	HUG_28	HUG1938	poem	6		1		0.0	vers unique		2022-06-06	
HUG1939.lm:12	HUG	HUG_28	HUG1939	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG194.lm:12	HUG	HUG_14	HUG194	poem	12	6+6	80		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1940.lm:12	HUG	HUG_28	HUG1940	poem	12	6+6	4		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['3+9']	2022-06-06	
HUG1941.lm:4	HUG	HUG_28	HUG1941	poem	4	4	2		0.1	mètre simple		2022-06-06	
HUG1941.lm:8	HUG	HUG_28	HUG1941	poem	8	8	3		0.1	mètre simple		2022-06-06	
HUG1942.lm:8	HUG	HUG_28	HUG1942	poem	8	8	8		0.1	mètre simple		2022-06-06	
HUG1943.lm:3	HUG	HUG_28	HUG1943	poem	3		1		0.0	vers unique		2022-06-06	
HUG1943.lm:7	HUG	HUG_28	HUG1943	poem	7	7	3		0.1	mètre simple		2022-06-06	
HUG1944.lm:12	HUG	HUG_28	HUG1944	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1945.lm:12	HUG	HUG_28	HUG1945	poem	12	6+6	3		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1945.lm:6	HUG	HUG_28	HUG1945	poem	6		1		0.0	vers unique		2022-06-06	
HUG1946.lm:7	HUG	HUG_28	HUG1946	poem	7	7	64		0.1	mètre simple		2022-06-06	
HUG1947.lm:12	HUG	HUG_29	HUG1947	poem	12	6−6	1328		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-06	
HUG1948.lm:10	HUG	HUG_30	HUG1948	poem	10	4+6	8		1.1.2.1.1.1	profil traditionnel		2022-06-06	
HUG1948.lm:12	HUG	HUG_30	HUG1948	poem	12	6+6	92		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1948.lm:8	HUG	HUG_30	HUG1948	poem	8	8	56		0.1	mètre simple		2022-06-06	
HUG1949.lm:10	HUG	HUG_30	HUG1949	poem	10	4+6	8		1.1.2.1.1.1	profil traditionnel		2022-06-06	
HUG1949.lm:12	HUG	HUG_30	HUG1949	poem	12	6+6	13		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1949.lm:8	HUG	HUG_30	HUG1949	poem	8	8	25		0.1	mètre simple		2022-06-06	
HUG195.lm:12	HUG	HUG_14	HUG195	poem	12	6+6	50		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1950.lm:12	HUG	HUG_30	HUG1950	poem	12	6+6	115		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1950.lm:7	HUG	HUG_30	HUG1950	poem	7	7	14		0.1	mètre simple		2022-06-06	
HUG1950.lm:8	HUG	HUG_30	HUG1950	poem	8	8	77		0.1	mètre simple		2022-06-06	
HUG1951.lm:12	HUG	HUG_31	HUG1951	poem	12	6+6	2		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1951.lm:6	HUG	HUG_31	HUG1951	poem	6	6	4		0.1	mètre simple		2022-06-06	
HUG1952.lm:12	HUG	HUG_31	HUG1952	poem	12	6+6	5		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1952.lm:6	HUG	HUG_31	HUG1952	poem	6		1		0.0	vers unique		2022-06-06	
HUG1953.lm:12	HUG	HUG_31	HUG1953	poem	12	6+6	2		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1954.lm:12	HUG	HUG_31	HUG1954	poem	12	6+6	3		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1955.lm:12	HUG	HUG_31	HUG1955	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1956.lm:12	HUG	HUG_31	HUG1956	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1957.lm:12	HUG	HUG_31	HUG1957	poem	12	6+6	27		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1958.lm:12	HUG	HUG_31	HUG1958	poem	12	6+6	2		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['8+4']	2022-06-06	
HUG1958.lm:8	HUG	HUG_31	HUG1958	poem	8		1		0.0	vers unique		2022-06-06	
HUG1959.lm:12	HUG	HUG_31	HUG1959	poem	12	6+6	7		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG196.lm:12	HUG	HUG_14	HUG196	poem	12	6+6	114		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1960.lm:12	HUG	HUG_31	HUG1960	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1961.lm:12	HUG	HUG_31	HUG1961	poem	12	6+6	1		1.0.0	vers unique	équivalence culturelle	2022-06-06	
HUG1962.lm:12	HUG	HUG_31	HUG1962	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1963.lm:12	HUG	HUG_31	HUG1963	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1964.lm:12	HUG	HUG_31	HUG1964	poem	12	6+6	2		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['7+5']	2022-06-06	
HUG1964.lm:8	HUG	HUG_31	HUG1964	poem	8		1		0.0	vers unique		2022-06-06	
HUG1965.lm:12	HUG	HUG_31	HUG1965	poem	12	6+6	2		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1966.lm:12	HUG	HUG_31	HUG1966	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1967.lm:12	HUG	HUG_31	HUG1967	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1968.lm:12	HUG	HUG_31	HUG1968	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1969.lm:12	HUG	HUG_31	HUG1969	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1969.lm:6	HUG	HUG_31	HUG1969	poem	6		1		0.0	vers unique		2022-06-06	
HUG197.lm:12	HUG	HUG_14	HUG197	poem	12	6+6	132		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1970.lm:12	HUG	HUG_31	HUG1970	poem	12	6+6	2		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1971.lm:12	HUG	HUG_31	HUG1971	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1972.lm:12	HUG	HUG_31	HUG1972	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1972.lm:3	HUG	HUG_31	HUG1972	poem	3		1		0.0	vers unique		2022-06-06	
HUG1973.lm:12	HUG	HUG_31	HUG1973	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1974.lm:10	HUG	HUG_31	HUG1974	poem	10	4+6	1		1.0.0	vers unique	équivalence culturelle	2022-06-06	
HUG1974.lm:12	HUG	HUG_31	HUG1974	poem	12	6+6	3		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['7+5']	2022-06-06	
HUG1975.lm:12	HUG	HUG_31	HUG1975	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1976.lm:12	HUG	HUG_31	HUG1976	poem	12	6+6	2		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1976.lm:8	HUG	HUG_31	HUG1976	poem	8		1		0.0	vers unique		2022-06-06	
HUG1977.lm:12	HUG	HUG_31	HUG1977	poem	12	6+6	3		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1977.lm:8	HUG	HUG_31	HUG1977	poem	8		1		0.0	vers unique		2022-06-06	
HUG1978.lm:12	HUG	HUG_31	HUG1978	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1979.lm:12	HUG	HUG_31	HUG1979	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG198.lm:12	HUG	HUG_14	HUG198	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1980.lm:12	HUG	HUG_31	HUG1980	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1981.lm:12	HUG	HUG_31	HUG1981	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1982.lm:12	HUG	HUG_31	HUG1982	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1982.lm:8	HUG	HUG_31	HUG1982	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG1983.lm:12	HUG	HUG_31	HUG1983	poem	12	6+6	2		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1984.lm:12	HUG	HUG_31	HUG1984	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1985.lm:12	HUG	HUG_31	HUG1985	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1986.lm:12	HUG	HUG_31	HUG1986	poem	12	6+6	4		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['10+2']	2022-06-06	
HUG1987.lm:12	HUG	HUG_31	HUG1987	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1988.lm:8	HUG	HUG_31	HUG1988	poem	8	8	5		0.1	mètre simple		2022-06-06	
HUG1989.lm:12	HUG	HUG_31	HUG1989	poem	12	6+6	15		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG199.lm:12	HUG	HUG_14	HUG199	poem	12	6−6	162		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-05	
HUG199.lm:8	HUG	HUG_14	HUG199	poem	8	8	12		0.1	mètre simple		2022-06-05	
HUG1990.lm:12	HUG	HUG_31	HUG1990	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1991.lm:12	HUG	HUG_31	HUG1991	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1992.lm:12	HUG	HUG_31	HUG1992	poem	12	6+6	5		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1992.lm:6	HUG	HUG_31	HUG1992	poem	6	6	4		0.1	mètre simple		2022-06-06	
HUG1993.lm:12	HUG	HUG_31	HUG1993	poem	12	6+6	3		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1993.lm:8	HUG	HUG_31	HUG1993	poem	8	8	2		0.1	mètre simple		2022-06-06	
HUG1994.lm:12	HUG	HUG_31	HUG1994	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1995.lm:8	HUG	HUG_31	HUG1995	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG1996.lm:8	HUG	HUG_31	HUG1996	poem	8	8	12		0.1	mètre simple		2022-06-06	
HUG1997.lm:12	HUG	HUG_31	HUG1997	poem	12	6+6	7		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1998.lm:12	HUG	HUG_31	HUG1998	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1999.lm:8	HUG	HUG_31	HUG1999	poem	8	8	9		0.1	mètre simple		2022-06-06	
HUG2.lm:12	HUG	HUG_15	HUG2	poem	12	6+6	198		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG20.lm:12	HUG	HUG_8	HUG20	poem	12	6+6	72		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG20.lm:8	HUG	HUG_8	HUG20	poem	8	8	14		0.1	mètre simple		2022-06-06	
HUG200.lm:12	HUG	HUG_14	HUG200	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG200.lm:8	HUG	HUG_14	HUG200	poem	8	8	6		0.1	mètre simple		2022-06-05	
HUG2000.lm:12	HUG	HUG_31	HUG2000	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2001.lm:12	HUG	HUG_31	HUG2001	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2002.lm:12	HUG	HUG_31	HUG2002	poem	12	6+6	5		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2002.lm:8	HUG	HUG_31	HUG2002	poem	8		1		0.0	vers unique		2022-06-06	
HUG2003.lm:12	HUG	HUG_31	HUG2003	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2004.lm:12	HUG	HUG_31	HUG2004	poem	12	6+6	2		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['7+5']	2022-06-06	
HUG2005.lm:8	HUG	HUG_31	HUG2005	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG2006.lm:12	HUG	HUG_31	HUG2006	poem	12	6+6	9		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2007.lm:8	HUG	HUG_31	HUG2007	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG2008.lm:8	HUG	HUG_31	HUG2008	poem	8	8	8		0.1	mètre simple		2022-06-06	
HUG2009.lm:12	HUG	HUG_31	HUG2009	poem	12	6−6	19		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-06	
HUG201.lm:12	HUG	HUG_14	HUG201	poem	12	6+6	122		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG2010.lm:12	HUG	HUG_31	HUG2010	poem	12	6−6	24		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-06	
HUG2011.lm:12	HUG	HUG_31	HUG2011	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2012.lm:12	HUG	HUG_31	HUG2012	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2013.lm:12	HUG	HUG_31	HUG2013	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2014.lm:12	HUG	HUG_31	HUG2014	poem	12	6+6	9		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2015.lm:12	HUG	HUG_31	HUG2015	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2015.lm:8	HUG	HUG_31	HUG2015	poem	8	8	2		0.1	mètre simple		2022-06-06	
HUG2016.lm:12	HUG	HUG_31	HUG2016	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2016.lm:6	HUG	HUG_31	HUG2016	poem	6	6	3		0.1	mètre simple		2022-06-06	
HUG2016.lm:8	HUG	HUG_31	HUG2016	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG2017.lm:8	HUG	HUG_31	HUG2017	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG2018.lm:8	HUG	HUG_31	HUG2018	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG2019.lm:12	HUG	HUG_31	HUG2019	poem	12	6+6	2		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2019.lm:8	HUG	HUG_31	HUG2019	poem	8		1		0.0	vers unique		2022-06-06	
HUG202.lm:10	HUG	HUG_14	HUG202	poem	10	4+6	18		1.1.2.1.1.1	profil traditionnel		2022-06-05	
HUG2020.lm:12	HUG	HUG_31	HUG2020	poem	12	6+6	2		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['7+5']	2022-06-06	
HUG2021.lm:7	HUG	HUG_31	HUG2021	poem	7	7	4		0.1	mètre simple		2022-06-06	
HUG2022.lm:12	HUG	HUG_31	HUG2022	poem	12	6+6	3		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2023.lm:12	HUG	HUG_31	HUG2023	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2024.lm:12	HUG	HUG_31	HUG2024	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2025.lm:7	HUG	HUG_31	HUG2025	poem	7	7	3		0.1	mètre simple		2022-06-06	
HUG2026.lm:12	HUG	HUG_31	HUG2026	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2027.lm:12	HUG	HUG_31	HUG2027	poem	12	6+6	13		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2028.lm:12	HUG	HUG_31	HUG2028	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2028.lm:2	HUG	HUG_31	HUG2028	poem	2		2	rep	0.0	vers unique	Tous les vers de 2 sont identiques !	2022-06-06	
HUG2029.lm:7	HUG	HUG_31	HUG2029	poem	7	7	6		0.1	mètre simple		2022-06-06	
HUG203.lm:12	HUG	HUG_14	HUG203	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG2030.lm:12	HUG	HUG_31	HUG2030	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2031.lm:8	HUG	HUG_31	HUG2031	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG2032.lm:12	HUG	HUG_31	HUG2032	poem	12	6+6	5		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['2+10']	2022-06-06	
HUG2033.lm:12	HUG	HUG_31	HUG2033	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2034.lm:12	HUG	HUG_31	HUG2034	poem	12	6+6	7		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2035.lm:12	HUG	HUG_31	HUG2035	poem	12	6+6	5		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2036.lm:12	HUG	HUG_31	HUG2036	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2037.lm:12	HUG	HUG_31	HUG2037	poem	12	6+6	1		1.0.0	vers unique	équivalence culturelle	2022-06-06	
HUG2038.lm:12	HUG	HUG_31	HUG2038	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2039.lm:12	HUG	HUG_31	HUG2039	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG204.lm:5	HUG	HUG_14	HUG204	poem	5	5	136		0.1	mètre simple		2022-06-05	
HUG2040.lm:12	HUG	HUG_31	HUG2040	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2041.lm:12	HUG	HUG_31	HUG2041	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2042.lm:12	HUG	HUG_31	HUG2042	poem	12	6+6	2		1.1.1.1.1	profil traditionnel	profil(s) concurrent(s) atypiques écarté(s) : ['3+9']	2022-06-06	
HUG2042.lm:6	HUG	HUG_31	HUG2042	poem	6	6	2		0.1	mètre simple		2022-06-06	
HUG2043.lm:12	HUG	HUG_31	HUG2043	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2044.lm:12	HUG	HUG_31	HUG2044	poem	12	6+6	1		1.0.0	vers unique	équivalence culturelle	2022-06-06	
HUG2045.lm:8	HUG	HUG_31	HUG2045	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG2046.lm:12	HUG	HUG_31	HUG2046	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2047.lm:12	HUG	HUG_31	HUG2047	poem	12	6+6	22		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2048.lm:12	HUG	HUG_31	HUG2048	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2049.lm:12	HUG	HUG_31	HUG2049	poem	12	6+6	5		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG205.lm:12	HUG	HUG_14	HUG205	poem	12	6+6	45		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG205.lm:6	HUG	HUG_14	HUG205	poem	6	6	9		0.1	mètre simple		2022-06-05	
HUG2050.lm:12	HUG	HUG_31	HUG2050	poem	12	6+6	11		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2051.lm:12	HUG	HUG_31	HUG2051	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2052.lm:12	HUG	HUG_31	HUG2052	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2053.lm:12	HUG	HUG_31	HUG2053	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2054.lm:8	HUG	HUG_31	HUG2054	poem	8	8	6		0.1	mètre simple		2022-06-06	
HUG2055.lm:8	HUG	HUG_31	HUG2055	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG2056.lm:8	HUG	HUG_31	HUG2056	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG2057.lm:7	HUG	HUG_31	HUG2057	poem	7	7	4		0.1	mètre simple		2022-06-06	
HUG2058.lm:8	HUG	HUG_31	HUG2058	poem	8	8	7		0.1	mètre simple		2022-06-06	
HUG2059.lm:12	HUG	HUG_31	HUG2059	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG206.lm:5	HUG	HUG_14	HUG206	poem	5	5	9		0.1	mètre simple		2022-06-05	
HUG206.lm:7	HUG	HUG_14	HUG206	poem	7	7	15		0.1	mètre simple		2022-06-05	
HUG2060.lm:12	HUG	HUG_31	HUG2060	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG2061.lm:12	HUG	HUG_31	HUG2061	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
